Brand;Standing screen display size;Processor Brand;Processor Speed;RAM Size;Hard Drive Size;Hard Disk Description;Graphics Chipset Brand;Operating System;Item Weight;Price
Acer;15.6;AMD;2.7;8;256;SSD;AMD;Windows10;2.2;2866.65
Lenovo;14;Intel;1.1;4;32;FlashStorage;Intel;Windows10;1.44;1270.2
Acer;15.6;Intel;2.5;6;1000;HDD;Intel;Windows10;2.23;2388.15
Asus;15.6;Intel;2.7;8;256;SSD;Nvidia;Windows10;1.7;4567.065
HP;12.5;Intel;2.7;8;256;SSD;Intel;Windows10;1.26;5807.25
Dell;15.6;Intel;2.8;32;1000;SSD;Nvidia;Windows10;2.06;11479.65
MSI;17.3;Intel;2.8;8;256;SSD;Nvidia;Windows10;2.7;5215.65
Toshiba;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;2;4102.05
Asus;14;Intel;2.7;8;256;SSD;Intel;Windows10;2;5802.9
Lenovo;15.6;Intel;2;4;1000;HDD;Intel;Windows10;1.85;1953.15
Asus;15.6;Intel;2.8;8;256;SSD;Nvidia;Windows10;2.5;4345.65
HP;14;Intel;2.6;8;256;SSD;Intel;Windows10;1.48;5515.8
Dell;15.6;Intel;1.6;8;128;SSD;Nvidia;Windows10;1.9;4563.15
HP;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;1.84;4976.4
Asus;15.6;Intel;1.1;4;1000;HDD;Intel;Linux;2;1196.2065
Dell;15.6;Intel;1.6;8;256;SSD;Nvidia;Windows10;2;4970.9625
Dell;15.6;Intel;1.6;4;500;HDD;Intel;Linux;2.2;1195.815
Lenovo;15.6;AMD;3.6;12;2000;HDD;AMD;Windows10;2.2;3910.65
HP;15.6;Intel;2.4;8;1000;HDD;Nvidia;Windows10;2.1;3114.6
Lenovo;13.9;Intel;1.8;16;512;SSD;Intel;Windows10;1.4;9130.65
Dell;13.3;Intel;1.8;8;256;SSD;Intel;Windows10;1.2;6868.65
Lenovo;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.4;4911.15
HP;14;Intel;1.6;2;32;FlashStorage;Intel;Windows10;1.44;1213.65
Dell;15.6;Intel;1.9;16;512;SSD;Intel;Windows10;1.88;6994.626
Asus;11.6;Intel;1.1;4;32;FlashStorage;Intel;Windows10;1.5;1631.25
Dell;15.6;Intel;1.6;8;1000;HDD;AMD;Windows10;1.9;2884.05
Dell;15.6;Intel;2.8;16;512;SSD;Nvidia;Windows10;2.06;8819.277
HP;15.6;Intel;2.7;8;256;SSD;Intel;Windows10;1.84;5672.4
MSI;17.3;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.7;6129.15
HP;15.6;Intel;2.8;8;256;SSD;Nvidia;Windows10;2.6;7561.4745
Toshiba;15.6;Intel;2.5;16;512;SSD;Nvidia;Windows10;2.4;6103.05
Dell;15.6;Intel;1.8;8;128;SSD;AMD;Windows10;2.02;4223.415
Lenovo;15.6;Intel;1.1;4;1000;HDD;Intel;NoOS;2.2;1400.6565
Dell;15.6;Intel;2.5;8;1000;HDD;Nvidia;Windows10;2.65;4345.65
Dell;15.6;Intel;2.5;8;2000;HDD;Intel;Windows10;2.36;2424.5595
Dell;14;Intel;2.6;8;256;SSD;Intel;Windows10;1.36;6207.45
HP;15.6;Intel;2;4;500;HDD;Intel;Windows10;1.86;1909.65
Asus;14;Intel;2.5;8;256;SSD;Intel;Windows10;2;4110.75
Lenovo;17.3;Intel;2.5;6;128;SSD;Nvidia;Windows10;2.8;3127.65
HP;15.6;Intel;2.5;8;1000;HDD;Intel;Windows10;1.86;2779.65
Lenovo;15.6;Intel;2;8;256;SSD;Nvidia;NoOS;2.2;2170.65
HP;15.6;Intel;1.6;8;2000;HDD;Intel;Windows10;2.04;1692.15
Dell;17.3;Intel;1.6;8;128;SSD;AMD;Windows10;2.8;4719.75
Lenovo;15.6;Intel;2.5;8;128;SSD;Nvidia;NoOS;2.4;3519.15
Dell;15.6;Intel;2.7;8;256;SSD;AMD;Windows10;2.33;3910.65
HP;14;Intel;2.7;8;256;SSD;Intel;Windows10;1.36;7612.5
Asus;15.6;Intel;2.7;12;512;SSD;Nvidia;Windows10;2.26;4780.65
Acer;15.6;AMD;3;4;128;SSD;AMD;Windows10;2.1;1853.1
Asus;17.3;AMD;3;16;256;SSD;AMD;Windows10;3.25;9565.65
Lenovo;17.3;AMD;2.2;4;128;SSD;AMD;Windows10;2.6;2127.15
Dell;13.3;Intel;1.8;8;256;SSD;Intel;Windows10;1.62;3780.1935
HP;15.6;AMD;3;4;256;SSD;AMD;Windows10;1.91;2127.1065
Lenovo;11.6;Intel;1.1;4;128;SSD;Intel;Windows10;1.59;2405.55
Dell;15.6;Intel;1.6;4;500;HDD;Intel;Windows10;1.8;1344.15
Asus;14;Intel;1.1;4;32;FlashStorage;Intel;Windows10;1.5;1244.1
Acer;15.6;Intel;2.8;8;1000;HDD;Nvidia;Linux;2.4;3680.1
HP;17.3;Intel;2.8;8;128;SSD;Nvidia;Windows10;3.35;5180.85
Lenovo;15.6;Intel;2;4;128;SSD;Intel;NoOS;1.85;1755.225
Asus;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.3;7199.25
Lenovo;14;Intel;2.5;8;256;SSD;Nvidia;Windows10;1.5;4780.65
Asus;13.3;Intel;2.7;16;512;SSD;Intel;Windows10;1.1;7607.715
Lenovo;14;Intel;2.7;8;512;SSD;Intel;Windows10;1.13;9926.7
Lenovo;13.3;Intel;2.4;4;128;SSD;Intel;Windows10;1.5;2388.15
Dell;15.6;Intel;2.6;8;500;HDD;AMD;Windows10;2.23;5955.15
Dell;15.6;Intel;2.7;8;256;SSD;Nvidia;Windows10;2;9287.25
Lenovo;14;Intel;2.7;16;512;SSD;Intel;Windows10;1.42;10914.15
Asus;17.3;Intel;2.8;8;1000;HDD;Nvidia;Windows10;3;4519.65
Asus;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;3;6920.85
Acer;15.6;Intel;1.6;12;1000;HDD;Nvidia;Windows10;2.2;3018.8565
MSI;17.3;Intel;2.8;8;256;SSD;Nvidia;Windows10;2.7;5868.15
Dell;15.6;Intel;2.7;8;256;SSD;AMD;Linux;2.33;3388.0845
HP;15.6;AMD;3;4;256;SSD;AMD;Windows10;1.91;2170.65
Lenovo;15.6;Intel;1.8;8;256;SSD;AMD;Windows10;2.1;5348.586
Lenovo;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.9;4080.3
Dell;15.6;Intel;2.8;8;256;SSD;Nvidia;Windows10;1.78;11797.2
Lenovo;14;Intel;2.7;16;1000;SSD;Intel;Windows10;1.13;11418.75
Lenovo;15.6;Intel;1.1;4;1000;HDD;Intel;Windows10;2.2;1331.1
Asus;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.9;6651.15
Lenovo;15.6;Intel;1.6;8;256;SSD;AMD;Windows10;2.1;4978.575
Acer;15.6;Intel;2.8;8;256;SSD;Nvidia;Linux;2.5;3823.65
MSI;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.8;9783.15
Asus;14;Intel;2.7;8;512;SSD;Intel;Windows10;1.1;8147.55
Toshiba;13.3;Intel;2.5;16;512;SSD;Intel;Windows10;1.2;7599.45
Dell;14;Intel;2.8;8;512;SSD;Intel;Windows10;1.36;7308
Lenovo;15.6;Intel;2;4;500;HDD;Intel;Windows10;2.2;1779.15
Lenovo;11.6;Intel;1.1;2;32;FlashStorage;Intel;Windows10;1.15;1324.3575
Lenovo;15.6;Intel;2.8;8;512;SSD;Nvidia;Windows10;2.67;8373.75
Lenovo;14;Intel;2.8;8;512;SSD;Nvidia;Windows10;1.7;8452.05
HP;15.6;Intel;2;4;1000;HDD;AMD;Windows10;2.1;2040.15
Acer;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.6;3432.1935
Asus;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.27;4036.8
Dell;15.6;Intel;2.5;4;256;SSD;AMD;Linux;2.3;2605.215
Dell;13.3;Intel;2;4;128;SSD;Intel;Windows10;1.65;2997.15
HP;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.43;6525
Dell;15.6;Intel;2.5;8;1000;HDD;Intel;Windows10;2.14;2348.7825
Lenovo;14;Intel;1.8;8;256;SSD;AMD;Windows10;1.75;5286.903
Lenovo;15.6;Intel;2.8;16;512;SSD;Nvidia;Windows10;2;8260.65
Chuwi;12.3;Intel;1.1;6;64;FlashStorage;Intel;Windows10;1.4;1953.15
HP;15.6;Intel;2.9;8;256;SSD;Intel;Windows10;2.31;6207.45
Asus;15.6;Intel;2.4;8;1000;HDD;Nvidia;Linux;2.3;2596.95
Dell;17.3;Intel;2.9;16;256;SSD;Nvidia;Windows10;4.42;12175.65
Dell;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.62;5041.65
Dell;15.6;Intel;1.8;8;256;SSD;AMD;Windows10;2.02;4969.44
Dell;14;Intel;2.8;8;256;SSD;Intel;Linux;1.6;4780.65
HP;17.3;Intel;2.8;12;256;SSD;Nvidia;Windows10;3.35;8695.65
Mediacom;11.6;Intel;1.1;4;32;SSD;Intel;Windows10;1.16;1300.65
Samsung;11.6;Intel;1.6;4;16;FlashStorage;Intel;ChromeOS;1.15;1170.15
Lenovo;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.4;4393.5
Lenovo;14;Intel;2.7;4;128;SSD;Intel;Windows10;1.7;2605.65
Lenovo;15.6;Intel;2.8;16;512;SSD;Nvidia;Windows10;2.3;10635.75
Lenovo;15.6;Intel;2.9;16;512;SSD;Nvidia;Windows10;2.5;10653.15
Asus;17.3;AMD;3.2;8;256;SSD;AMD;Windows10;3.2;7373.25
HP;15.6;Intel;1.6;4;500;HDD;Intel;Windows10;2.1;1509.45
Google;12.3;Intel;1.3;16;512;SSD;Intel;ChromeOS;1.1;9565.65
Lenovo;14;Intel;2.7;24;512;SSD;Intel;Windows10;1.32;10361.7
Asus;15.6;Intel;2.5;4;256;SSD;Intel;Linux;2;2431.65
Lenovo;17.3;AMD;2.5;8;1000;HDD;AMD;Windows10;2.8;2257.65
Dell;15.6;Intel;1.6;4;256;SSD;AMD;Windows10;2.2;3258.15
Lenovo;12.5;Intel;2.5;8;256;SSD;Intel;Windows10;1.36;6216.15
Lenovo;15.6;Intel;1.1;4;128;SSD;Intel;Windows10;2.2;1518.15
HP;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.2;4780.65
Dell;14;Intel;2.8;8;256;SSD;Nvidia;Windows10;1.64;5128.65
Acer;15.6;Intel;2.5;4;500;HDD;Intel;Linux;2.4;1921.83
Dell;15.6;Intel;3;8;64;FlashStorage;Nvidia;Windows10;2.23;8669.55
MSI;15.6;Intel;2.5;8;256;SSD;Nvidia;Windows10;2.2;4470.669
Microsoft;13.5;Intel;2.5;16;512;SSD;Intel;Windows10S;1.25;11262.15
HP;15.6;Intel;2.5;8;128;SSD;Intel;Windows10;1.91;2562.15
Dell;15.6;Intel;2.7;16;256;SSD;Nvidia;Windows10;2.17;8591.25
HP;15.6;Intel;2.9;8;512;SSD;Intel;Windows10;2.31;6672.9
Lenovo;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.65;5850.75
Dell;15.6;Intel;1.8;8;128;SSD;AMD;Windows10;2.36;4258.65
Dell;11.6;Intel;1.6;4;500;HDD;Intel;Windows10;1.47;2083.65
Dell;17.3;Intel;2.7;8;1000;HDD;Nvidia;Windows10;4.42;8900.1
Microsoft;13.5;Intel;2.2;4;128;SSD;Intel;Windows10S;1.252;4302.15
Microsoft;13.5;Intel;2.5;8;256;SSD;Intel;Windows10S;1.25;7825.65
HP;17.3;Intel;2;8;256;SSD;Intel;Windows10;2.5;2783.565
Acer;15.6;Intel;2;4;1000;HDD;Nvidia;Windows10;2.23;2366.4
Acer;11.6;Intel;1.6;4;128;SSD;Intel;Windows10;1.4;1892.25
Asus;15.6;Intel;2.5;8;1000;HDD;Intel;Windows10;2.37;3258.15
Lenovo;14;Intel;2.7;8;512;SSD;AMD;NoOS;1.5;3475.65
Lenovo;15.6;Intel;2.9;8;256;SSD;Nvidia;Windows10;2.67;9091.5
Asus;15.6;Intel;1.1;4;500;HDD;Intel;Windows10;2;1322.4
Acer;15.6;Intel;2;4;500;HDD;Nvidia;Windows10;2.2;2040.15
Dell;15.6;Intel;1.6;8;2000;HDD;AMD;Windows10;2.02;3301.65
HP;17.3;Intel;2.8;12;1000;HDD;Nvidia;Windows10;3.78;7390.65
Lenovo;14;Intel;2.6;12;256;SSD;Intel;Windows10;1.4;8082.3
HP;13.3;Intel;1.8;8;512;SSD;Intel;Windows10;1.29;8695.65
HP;15.6;Intel;2.5;8;500;HDD;AMD;Windows10;1.9;5019.9
Google;12.3;Intel;1.2;8;128;SSD;Intel;ChromeOS;1.1;5546.25
Dell;13.3;Intel;1.6;8;256;SSD;Intel;Windows10;1.42;8012.0475
Asus;15.6;Intel;2.6;12;128;SSD;Intel;Windows10;2.06;5650.65
Dell;14;Intel;2.3;8;128;SSD;Intel;Windows10;1.79;3219
Dell;15.6;Intel;2.8;8;256;SSD;Nvidia;Windows10;1.78;10474.8
Lenovo;14;Intel;2.5;8;180;SSD;Intel;Windows10;1.7;5933.4
Dell;15.6;Intel;1.6;8;1000;HDD;AMD;Windows10;2.2;2936.25
Toshiba;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.05;7273.2
Dell;15.6;Intel;1.8;8;512;SSD;Nvidia;Windows10;2.16;5489.7
Dell;15.6;Intel;2.4;4;1000;HDD;Intel;Windows10;2.18;2551.71
HP;13.3;Intel;1.6;4;128;SSD;Intel;Windows10;1.49;3158.1
Chuwi;15.6;Intel;1.44;4;64;FlashStorage;Intel;Windows10;1.89;1082.715
Lenovo;15.6;Intel;2;4;128;SSD;Intel;Windows10;2.3;2457.75
Lenovo;14;Intel;1.6;8;256;SSD;Intel;Windows10;1.75;4563.15
Dell;15.6;Intel;2.7;16;512;SSD;Nvidia;Windows10;2.17;10170.3
Dell;15.6;Intel;2.8;16;512;SSD;Nvidia;Windows10;2.06;8260.65
Lenovo;12.5;Intel;2.7;16;512;SSD;Intel;Windows10;1.36;7821.3
Asus;12.5;Intel;2.7;16;512;SSD;Intel;Windows10;0.91;8482.5
Lenovo;15.6;Intel;2.5;8;256;SSD;Nvidia;Windows10;2.3;4402.1565
Toshiba;13.3;Intel;2.7;32;512;SSD;Intel;Windows10;1.05;12175.65
Asus;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;1.99;5872.5
Acer;15.6;AMD;2.5;8;1000;HDD;AMD;Windows10;2.2;2518.65
Asus;17.3;Intel;2.6;24;256;SSD;Nvidia;Windows10;4.33;5520.15
Lenovo;12.5;Intel;2.3;8;180;SSD;Intel;Windows10;1.3;4780.65
Lenovo;15.6;Intel;1.8;8;256;SSD;Intel;Windows10;2.17;3910.215
HP;14;Intel;2.8;8;1000;SSD;Intel;Windows10;1.48;7608.15
Lenovo;13.3;Intel;2.4;8;256;SSD;Intel;Windows10;1.4;4128.15
Lenovo;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;2.3;3962.85
Asus;11.6;Intel;1.1;4;64;FlashStorage;Intel;Windows10S;1.2;1479
HP;15.6;Intel;2.5;8;256;SSD;AMD;Windows10;1.91;2692.6065
Lenovo;13.9;Intel;1.6;8;256;SSD;Intel;Windows10;1.4;6955.65
Lenovo;14;Intel;1.1;4;500;HDD;Intel;Windows10;2.1;1300.65
Lenovo;11.6;Intel;1.6;4;16;SSD;Intel;ChromeOS;1.25;1152.75
Lenovo;13.3;Intel;2.5;8;256;SSD;Intel;Windows10;1.44;4128.15
Asus;15.6;Intel;2.7;8;256;SSD;Intel;Windows10;2;5324.4
Acer;15.6;Intel;1.6;4;1000;HDD;Nvidia;Windows10;2.2;2666.55
HP;13.3;Intel;2.7;8;512;SSD;Intel;Windows10;1.34;5755.05
Lenovo;15.6;Intel;2.8;8;256;SSD;Nvidia;NoOS;2.4;4998.15
Dell;13.3;Intel;2.5;8;128;SSD;Intel;Windows10;1.29;3910.65
Acer;15.6;Intel;2.7;4;500;HDD;Nvidia;Windows10;2.2;2779.65
Dell;15.6;Intel;2.5;8;1000;HDD;Intel;Windows10;2.18;3636.6
Dell;15.6;Intel;1.8;16;256;SSD;AMD;Windows10;2.2;5303.694
Xiaomi;15.6;Intel;1.8;16;256;SSD;Nvidia;NoOS;1.95;6089.7825
Asus;11.6;Intel;1.1;2;32;FlashStorage;Intel;Windows10;1.1;1065.75
HP;15.6;Intel;1.6;4;1000;HDD;Intel;Windows10;2.04;2268.3945
Asus;15.6;Intel;2.8;24;512;SSD;Nvidia;Windows10;2.24;12910.8
HP;15.6;Intel;2.5;8;256;SSD;Nvidia;Windows10;2.04;3867.15
Asus;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;3;6542.4
Lenovo;15.6;Intel;2.8;8;256;SSD;Nvidia;Windows10;3.2;6085.65
HP;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.32;6085.65
Dell;14;Intel;2.6;8;256;SSD;Intel;Windows10;1.64;5566.8255
HP;15.6;Intel;2;4;128;SSD;Intel;Windows10;1.63;2997.15
Dell;17.3;Intel;1.6;8;128;SSD;AMD;Linux;2.8;3867.15
Lenovo;14;Intel;2.3;8;256;SSD;Intel;Windows7;2.02;5829
Lenovo;15.6;Intel;2.7;4;1000;HDD;Nvidia;Windows10;2.2;3475.65
Lenovo;15.6;Intel;2;8;2000;HDD;Nvidia;NoOS;2.2;1996.65
Dell;15.6;Intel;2.5;4;500;HDD;AMD;Windows10;2.3;2544.75
Dell;15.6;Intel;2.8;8;256;SSD;Intel;Windows10;1.9;5989.95
Dell;17.3;Intel;2.8;16;128;SSD;Nvidia;Windows10;4.42;13105.5495
Toshiba;15.6;Intel;2.5;8;500;HDD;Intel;Windows10;2;3741
Asus;15.6;Intel;2.7;8;256;SSD;Nvidia;Windows10;2;5650.65
Mediacom;13.3;Intel;1.1;4;32;SSD;Intel;Windows10;1.2;1605.15
Asus;15.6;Intel;2.5;8;128;SSD;Nvidia;Windows10;2.3;7173.15
Dell;15.6;Intel;2.8;8;256;SSD;Nvidia;Windows10;1.93;5955.15
Dell;15.6;Intel;1.6;8;256;SSD;AMD;Windows10;2.2;3468.7335
HP;15.6;Intel;1.6;4;256;SSD;Intel;Windows10;1.86;1735.6065
HP;17.3;Intel;2.8;12;1000;HDD;Nvidia;Windows10;2.62;7825.65
Lenovo;14;Intel;2.7;8;256;SSD;Nvidia;Windows10;1.87;3736.65
Dell;13.3;Intel;1.8;8;256;SSD;Intel;Windows10;1.2;6085.65
Dell;14;Intel;2;4;128;SSD;Intel;Windows10;1.6;3201.0345
HP;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.34;4980.75
Acer;15.6;Intel;2.5;8;1000;HDD;Nvidia;Linux;2.4;3471.3
Asus;15.6;AMD;1.8;4;500;HDD;AMD;Windows10;2;1518.15
HP;15.6;Intel;2.4;4;128;SSD;Intel;Windows10;2.1;3068.925
Lenovo;14;Intel;2.5;4;500;HDD;Intel;Windows10;1.87;3414.75
Lenovo;15.6;Intel;2.3;4;1000;HDD;Intel;NoOS;2.15;2011.2225
HP;15.6;Intel;2;4;500;HDD;Intel;Windows10;1.86;1726.95
Lenovo;15.6;Intel;2.7;8;512;SSD;Intel;Windows10;1.99;7521.15
Lenovo;15.6;Intel;2;4;128;SSD;Intel;Windows10;2.2;2170.65
Dell;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;1.9;4858.9065
Dell;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;4.42;11740.65
HP;17.3;Intel;2;8;1000;HDD;Intel;Windows10;2.65;2367.0525
HP;17.3;Intel;2.7;8;1000;HDD;Nvidia;Windows10;2.63;5568
Asus;15.6;Intel;1.1;4;500;HDD;Intel;Linux;2;974.4
Mediacom;13.3;Intel;1.44;4;32;FlashStorage;Intel;Windows10;1.35;1109.25
Lenovo;17.3;Intel;2.7;6;128;SSD;Nvidia;Windows10;2.8;4128.15
HP;15.6;AMD;2.5;6;128;SSD;AMD;Windows10;1.91;2474.715
Dell;15.6;Intel;2;4;1000;HDD;AMD;Windows10;2.18;2687.865
Acer;11.6;Intel;2;4;32;FlashStorage;Intel;Windows10;1.25;1518.15
Lenovo;15.6;Intel;2.7;4;128;SSD;Intel;Windows10;2.05;2740.5
HP;13.3;Intel;1.2;16;512;SSD;Intel;Windows10;1.16;8547.75
Lenovo;17.3;Intel;2.8;8;256;SSD;Nvidia;Windows10;3.4;13045.65
Asus;15.6;Intel;2.5;8;128;SSD;Nvidia;Windows10;2.5;3649.65
Dell;13.3;Intel;1.6;8;128;SSD;Intel;Windows10;1.21;6955.65
Dell;15.6;Intel;2.6;4;500;HDD;Intel;Windows10;1.93;4171.65
Fujitsu;15.6;Intel;2.5;8;1000;HDD;Intel;Windows10;2.2;3214.65
Lenovo;15.6;Intel;1.1;4;500;HDD;Intel;Windows10;2.2;1496.4
Lenovo;14;Intel;2.5;4;500;HDD;Intel;Windows10;2.02;4306.5
HP;17.3;Intel;2.8;8;500;HDD;Nvidia;Windows10;3.14;8095.3065
HP;14;Intel;1.6;8;2000;HDD;Intel;Windows10;1.94;1692.15
HP;15.6;AMD;3;6;256;SSD;AMD;Windows10;1.95;2823.15
Lenovo;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;2.3;3610.5
Lenovo;15.6;Intel;1.6;4;500;HDD;Intel;Windows10;2.05;2979.75
Mediacom;14;Intel;1.44;4;32;SSD;Intel;Windows10;1.4;1083.15
Toshiba;14;Intel;2.7;16;512;SSD;Intel;Windows10;1.24;8112.75
Lenovo;17.3;Intel;2.7;32;256;SSD;Nvidia;Windows10;4.6;11584.05
MSI;17.3;Intel;2.9;16;512;SSD;Nvidia;Windows10;4.14;11871.15
Dell;15.6;Intel;2.7;8;256;SSD;AMD;Linux;2.2;3258.1935
Mediacom;14;Intel;1.1;4;32;SSD;Intel;Windows10;1.45;1692.15
Dell;15.6;Intel;2.6;8;500;HDD;Intel;Windows10;1.9;4387.062
HP;13.3;Intel;2.4;4;128;SSD;Intel;Windows10;1.49;3127.65
Dell;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;1.93;6687.6465
Dell;11.6;Intel;1.6;4;16;FlashStorage;Intel;ChromeOS;1.26;1283.25
MSI;17.3;Intel;2.7;16;128;SSD;Nvidia;Windows10;4.5;10218.15
HP;17.3;Intel;2.8;16;256;SSD;Nvidia;Windows10;3.78;6516.3
Lenovo;14;Intel;2.6;12;256;SSD;Intel;Windows10;1.4;7277.55
Lenovo;15.6;Intel;1.8;12;1000;HDD;Intel;Windows10;2.2;2649.15
Asus;17.3;Intel;2.5;8;128;SSD;Nvidia;Windows10;2.73;7699.5
Asus;15.6;Intel;2.5;8;1000;HDD;Intel;Windows10;2.2;3214.65
Lenovo;15.6;AMD;3.6;12;512;SSD;AMD;Windows10;2.2;4128.15
Dell;11.6;Intel;1;4;128;SSD;Intel;Windows10;1.39;2623.05
Samsung;15.6;Intel;2.8;16;128;SSD;Nvidia;Windows10;2.5;7390.65
Lenovo;17.3;Intel;2;4;500;HDD;Intel;NoOS;2.8;2301.15
Lenovo;15.6;Intel;2.3;8;1000;HDD;Intel;Windows10;2.29;1996.65
Lenovo;13.3;Intel;2.7;8;512;SSD;Intel;Windows10;1.37;8808.75
Lenovo;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.7;6411.9
Dell;12.5;Intel;2.5;8;256;SSD;Intel;Windows10;1.34;7264.5
Dell;15.6;Intel;2.8;8;256;SSD;Nvidia;Windows10;2.06;7669.05
HP;15.6;Intel;2.7;8;256;SSD;Intel;Windows10;1.84;5302.65
HP;15.6;Intel;2.4;4;500;HDD;Intel;Windows10;2.1;2907.888
Acer;14;Intel;1.1;4;32;FlashStorage;Intel;Windows10;1.6;1431.15
MSI;17.3;Intel;2.7;16;128;SSD;Nvidia;Windows10;4.14;9565.65
Dell;15.6;Intel;2;4;1000;HDD;AMD;Linux;2.18;2022.75
MSI;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;1.8;10000.65
Toshiba;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;2.2;6085.65
Lenovo;15.6;Intel;2.5;6;1000;HDD;Intel;Windows10;2.4;2453.4
Lenovo;15.6;Intel;2.8;8;256;SSD;Intel;Windows10;2;5650.65
Acer;14;Intel;1.6;4;128;FlashStorage;Intel;Windows10;1.6;1518.15
Lenovo;15.6;Intel;3.1;32;1000;SSD;Nvidia;Windows10;2.5;21310.65
Dell;15.6;Intel;2.6;16;1000;HDD;Nvidia;Windows10;2.59;3823.6935
Dell;15.6;Intel;2;4;1000;HDD;Intel;Linux;2.18;1930.965
Dell;15.6;Intel;2;4;1000;HDD;Intel;Linux;2.25;1561.65
Dell;15.6;Intel;2.6;4;500;HDD;Intel;Linux;1.93;3780.15
Asus;17.3;Intel;2.8;8;128;SSD;Nvidia;Windows10;3;5080.8
Dell;15.6;Intel;2.5;4;128;SSD;AMD;Linux;2.18;2475.15
HP;15.6;Intel;2.7;8;512;SSD;Intel;Windows10;1.84;6042.15
MSI;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.94;9865.191
Acer;11.6;Intel;1.6;4;32;FlashStorage;Intel;ChromeOS;1.25;1648.65
HP;14;Intel;2.6;8;256;SSD;Intel;Windows10;2.31;4889.4
Lenovo;14;Intel;2.3;8;256;SSD;Intel;Windows7;1.65;6372.75
Dell;15.6;Intel;1.6;4;1000;HDD;AMD;Windows10;2.2;3375.6
Fujitsu;15.6;Intel;2.5;8;256;SSD;Intel;Windows10;2.2;3475.65
HP;15.6;Intel;2.3;4;500;HDD;Intel;Windows7;1.88;4054.2
Lenovo;15.6;Intel;2.7;8;1000;HDD;Nvidia;Windows10;2.2;3910.65
Mediacom;14;Intel;1.44;2;32;FlashStorage;Intel;Windows10;1.4;1039.65
Lenovo;15.6;Intel;2.5;4;128;SSD;Intel;NoOS;2.2;2035.8
Asus;13.3;Intel;2.5;6;1000;HDD;Intel;Windows10;1.5;2779.6935
Dell;15.6;Intel;2.8;8;256;SSD;Nvidia;Windows10;2;7917
Asus;14;Intel;2.7;16;512;SSD;Intel;Windows10;1.1;8265
Dell;15.6;Intel;2.8;16;256;SSD;Nvidia;Windows10;2.62;6433.65
Lenovo;15.6;Intel;1.6;4;256;SSD;Intel;Windows10;1.8;3606.15
Lenovo;15.6;Intel;2;4;1000;HDD;Nvidia;Windows10;2.2;2518.65
Asus;15.6;Intel;1.1;8;1000;HDD;Intel;Windows10;2;1735.65
Asus;15.6;Intel;2.5;8;1000;HDD;Nvidia;Windows10;1.99;3943.797
Dell;13.3;Intel;1.6;8;256;SSD;Intel;Windows10;1.23;8130.15
Lenovo;14;Intel;1.6;2;32;FlashStorage;Intel;Windows10;1.42;1083.15
Lenovo;13.3;Intel;2.7;8;256;SSD;Intel;Windows10;1.37;7644.777
Dell;15.6;Intel;2.8;16;1000;SSD;Nvidia;Windows10;2.06;10435.65
Lenovo;15.6;Intel;2.8;8;128;SSD;Nvidia;Windows10;2.5;4824.15
HP;17;AMD;3;8;1000;HDD;AMD;Windows10;2.6;2265.915
Lenovo;14;Intel;2.7;16;512;SSD;Intel;Windows10;1.14;10657.5
Asus;15.6;Intel;2.8;8;1000;HDD;Nvidia;NoOS;2.5;5085.15
Acer;15.6;Intel;2;4;500;HDD;Intel;Windows10;2.4;1957.5
Lenovo;14;Intel;1.6;4;32;FlashStorage;Intel;Windows10;1.43;1191.9
Acer;14;Intel;2.5;8;256;SSD;Intel;Windows10;1.8;3997.65
Razer;14;Intel;2.8;16;256;SSD;Nvidia;Windows10;1.95;11305.65
